"","S1.T0","S1.T1","S1.T2","S1.T3","S1.T4","S1.T5","S1.T6","S1.T7","S1.T8","S1.T9","S2.T0","S2.T1","S2.T2","S2.T3","S2.T4","S2.T5","S2.T6","S2.T7","S2.T8","S2.T9","S3.T0","S3.T1","S3.T2","S3.T3","S3.T4","S3.T5","S3.T6","S3.T7","S3.T8","S3.T9","S4.T0","S4.T1","S4.T2","S4.T3","S4.T4","S4.T5","S4.T6","S4.T7","S4.T8","S4.T9","S5.T0","S5.T1","S5.T2","S5.T3","S5.T4","S5.T5","S5.T6","S5.T7","S5.T8","S5.T9","S6.T0","S6.T1","S6.T2","S6.T3","S6.T4","S6.T5","S6.T6","S6.T7","S6.T8","S6.T9","S7.T0","S7.T1","S7.T2","S7.T3","S7.T4","S7.T5","S7.T6","S7.T7","S7.T8","S7.T9","S8.T0","S8.T1","S8.T2","S8.T4","S8.T5","S8.T6","S8.T7","S8.T8","S8.T9","C1","C10","C13","C2","C3","C4","C5","C6","C7","C8","C9"
"Zotu2934",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,12,3,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,42,7,12,3,0,0,0,0,5,3,12,10,0,4,0,0,0,12,0,0,3,0,0,0,9,9,11,0,0
"Zotu2938",8,8,0,0,5,0,3,0,0,0,0,5,4,24,10,0,5,0,0,0,21,0,0,15,0,0,0,0,0,7,19,0,0,13,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Zotu294",8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,126,91,68,22,5,0,0,0,0,142,78,605,38,14,30,0,0,0,0,38,808,165,49,25,8,0,0,0,0,107,117,71,5,3,3,0,0,14,0,0,28,0,0,0,476,469,579,259,0
"Zotu2941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,5,0,3,0,0,0,0,0,5,39,3,0,3,0,0,0,0,0,34,14,5,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,22,6,0
"Zotu2942",0,20,6,0,0,0,0,0,0,0,13,26,6,15,0,12,0,0,0,0,12,8,0,5,7,34,0,0,0,0,11,0,0,0,4,0,6,0,0,0,5,0,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,3,26,10,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2945",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,28,17,0,0,0,0,0,13,0,42,0
"Zotu2946",13,8,0,0,3,5,0,0,0,0,8,0,0,0,7,5,0,0,0,0,22,8,0,0,0,0,0,0,0,0,8,0,7,23,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,10,0,0,9,3,4,3,0,0,0,0,0,4,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Zotu2947",4,10,0,6,0,0,3,0,0,0,6,10,0,0,5,12,0,0,0,0,3,0,0,0,0,21,0,0,0,0,5,4,4,14,0,0,5,0,0,0,0,0,5,6,0,3,0,0,0,0,0,16,10,4,0,11,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,80,13,0,0,4,0,0,0,0,10,7,6,0,0,0,0,0,7,0,0,7,0,0,0,0,11,16,3,0
"Zotu2949",0,3,0,10,4,0,5,0,0,0,10,6,0,4,14,12,0,0,0,0,5,5,0,6,4,0,0,0,0,0,4,3,3,8,8,10,0,0,0,0,9,5,0,0,0,0,0,0,0,0,4,20,6,4,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu295",149,103,20,83,50,41,0,0,0,0,99,120,23,110,46,27,5,0,0,0,143,92,23,70,57,63,13,0,7,0,90,91,81,60,83,56,7,0,0,0,128,97,82,98,25,12,3,4,4,0,46,59,345,32,26,7,8,3,3,0,27,623,160,111,33,15,4,0,0,0,193,227,248,24,50,8,4,3,15,0,0,151,0,0,0,7,0,5,5,0
"Zotu2950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,152
"Zotu2952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,24,34,20,17,13,5,7,12,15,7,114,34,18,12,3,3,4,9,0,77,34,6,10,12,6,0,6,7,25,5,12,11,7,6,3,3,11,0,0,5,0,0,0,27,25,31,25,0
"Zotu2953",5,0,7,5,0,3,0,0,0,0,5,0,0,3,7,7,0,0,0,0,8,0,3,0,3,11,0,0,0,4,4,7,4,6,14,6,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,18,0,0,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,14,83,8,0
"Zotu2956",44,0,0,10,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,0
"Zotu2957",0,0,0,0,6,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,3,4,22,3,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,7,17,7,0,0,7,0,4,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Zotu2959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,5,3,3,0,0,0,0,0,7,5,67,7,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,26,12,0
"Zotu2960",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,178,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0
"Zotu2961",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,3,0,3,0,0,0,0,4,3,9,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,14,0,0,0,0,0,0,12,15,10,6,0
"Zotu2962",0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,26,13,4,0,0,0,0,0,0,7,12,10,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,4,0
"Zotu2963",11,10,0,0,0,0,0,0,0,0,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,5,0,0,10,3,0,0,0,0,0,7,20,16,3,0,0,3,0,0,0,0,7,13,0,0,10,3,3,4,0,8,49,18,21,10,0,0,0,0,0,13,19,15,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Zotu2964",23,15,3,0,0,0,0,0,0,0,7,0,6,15,3,5,0,0,0,0,18,10,0,0,15,3,0,0,0,0,3,0,11,15,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2965",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,10,6,0,0,0,0,0,0,13,5,22,5,0,4,0,0,0,0,0,29,17,7,0,4,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,35,20,23,0
"Zotu2968",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17,0,0,0,0,0,0,0,0,0,0,74,20,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0
"Zotu2969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,20,16,0,0,0,0,0,3,0,23,10,5,0,0,0,6,3,3,18,0,0,11,0,0,0,0,0,4,8,10,4,5,0,0,0,0,0,0,3,0,0,0,12,31,17,10,0
"Zotu297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,151,104,143,123,107,36,13,10,11,167,160,630,114,122,124,43,9,31,5,16,659,166,129,118,58,12,29,6,10,93,64,120,60,55,25,11,4,5,0,0,29,0,0,0,180,175,247,152,0
"Zotu2974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"Zotu2975",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,81,0,0,8,0,0,0,0,0,0,0,0
"Zotu2976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,17,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,3,20,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,11,29,13,0
"Zotu2977",14,0,0,7,4,9,3,0,0,0,17,3,0,13,0,0,0,0,0,0,8,6,0,3,0,0,0,0,0,4,5,0,10,0,3,10,0,0,0,0,0,4,0,7,7,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Zotu298",124,0,0,0,0,0,19,0,0,0,67,0,0,81,0,69,0,0,0,0,122,0,15,76,0,0,0,13,0,0,52,87,87,0,0,45,0,0,0,0,98,117,165,23,46,30,0,0,0,0,31,235,733,80,7,63,21,0,0,0,38,324,148,54,12,23,0,0,0,37,90,170,341,0,41,0,3,0,104,0,0,90,0,0,0,99,271,254,89,0
"Zotu2980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,4,4,0,0,0,0,0,14,34,35,14,0,0,3,0,0,0,5,108,0,16,0,0,0,0,0,0,15,8,3,0,0,0,0,0,0,0,0,4,0,0,0,46,13,33,17,0
"Zotu2982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,6,5,7,0,0,0,0,4,7,33,0,0,0,0,0,0,0,3,22,5,0,11,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,12,10,0
"Zotu2983",0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,11,5,9,11,0,0,0,0,0,0,9,23,13,0,0,0,0,0,0,0,3,26,6,3,0,0,0,0,0,4,11,15,5,0,0,0,0,0,13,0,0,3,4,0,0,9,6,12,0,0
"Zotu2985",7,8,0,0,14,11,0,0,0,0,3,0,0,17,14,0,0,0,0,0,5,11,0,4,7,9,7,0,0,0,0,4,0,3,0,10,0,0,0,0,0,10,0,3,3,0,0,0,0,0,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,5,10,18,9,6,0,0,0,12,7,118,16,12,8,6,0,0,0,0,46,10,19,16,0,5,0,0,0,10,7,11,5,12,0,0,0,0,0,0,7,0,0,0,11,19,32,21,0
"Zotu2988",0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,33,0,3,8,0,0,0,0,0,0,6,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0
"Zotu2989",10,15,0,0,0,0,0,0,0,3,0,7,12,4,0,9,0,0,0,0,10,6,0,3,13,0,0,0,0,0,0,0,0,0,6,10,4,0,0,0,0,0,0,3,0,9,0,0,0,0,6,0,36,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu299",0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,373,259,211,307,242,187,100,31,40,103,252,274,1880,272,242,191,75,36,55,38,35,953,310,170,201,106,55,41,32,75,188,123,209,108,124,59,28,34,50,0,0,77,0,0,0,414,501,452,297,0
"Zotu2990",14,14,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,4,0,0,3,3,0,0,0,0,5,7,0,0,0,0,0,0,0,0,6,12,9,9,3,0,0,0,0,0,0,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,15,9,11,19,4,9,0
"Zotu2991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,8,24,11,10,0,0,0,6,15,8,97,5,8,6,0,0,5,0,3,51,12,9,11,8,0,0,0,3,11,0,11,9,5,3,0,0,0,0,0,5,0,0,0,24,20,22,10,0
"Zotu2992",0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,40,5,7,0,0,0,0,0,5,3,3,6,0,0,0,0,0,13,0,0,7,0,0,0,15,0,27,0,0
"Zotu2993",45,7,0,6,0,14,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,3,4,0,13,7,4,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,10,6,3,0,0,11,3,15,0,3,0,5,0,8,0,0,9,0,8,7,175,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,0
"Zotu2995",20,0,0,0,0,0,4,0,0,3,0,6,3,6,24,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,5,18,4,0,11,7,0,0,0,0,0,0,0,5,0,3,0,0,0,4,5,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,8,6,0,0,0,0,0,0,7,0,0,9,7,0,0,0,0,0,6,30,11,3,6,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,3,0,0,0,15,50,30,19,0
"Zotu3",4185,46936,9801,1683,49351,872,231,5570,11,24,38981,2681,1122,1896,1233,2522,9091,4518,9,19149,3000,16936,486,1932,1561,1322,14924,17,15,155,38959,52661,1007,1399,44130,1355,173,4302,7939,26,12811,25437,3272,1115,14850,18805,4591,39882,4759,34,45305,18781,6630,701,29327,506,13664,35,41,15,6578,176543,2753,22935,43775,99577,3786,19190,8792,72272,149633,39384,120040,88910,97203,50222,100122,140589,44178,34,0,11007,23,39,6,66,188,30,210,83
"Zotu30",267,103,55,71,233,256,704,252,138,18,181,121,64,117,132,265,794,426,159,20,231,218,25,158,285,434,1018,310,128,20,239,105,162,112,432,466,1130,751,24,467,173,76,68,60,998,1053,3784,5166,3927,156,86,48,397,33,412,503,2958,3221,3859,349,44,587,183,123,1761,1107,3102,5930,3976,45,232,151,239,1491,2957,8844,7504,1677,34,0,0,65,0,7,0,0,0,0,0,0
"Zotu300",19,6,14,7,0,0,0,0,0,0,46,12,4,0,0,0,0,0,0,0,34,20,5,35,0,0,0,0,0,0,49,12,15,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,73,4114,0,32,101,41,0,25,27,0,0
"Zotu3000",30,0,0,12,0,0,0,0,0,0,21,16,0,8,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3001",6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,3,5,0,0,0,0,0,0,28,20,34,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0
"Zotu3002",7,0,3,3,0,8,0,0,0,0,13,18,3,6,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,23,4,0,7,0,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,42,20,0
"Zotu3004",5,0,0,9,4,13,3,0,0,0,18,5,0,4,14,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,5,0,3,0,10,0,0,0,0,9,0,0,6,0,0,0,0,0,0,4,9,0,0,8,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3006",4,0,0,9,0,0,0,0,0,18,15,13,0,13,4,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,0,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3007",0,20,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,47,4,3,0,0,0,0,0,4,5,5,8,0,0,0,0,0,25,0,0,0,0,0,0,4,5,6,0,0
"Zotu3008",0,0,0,0,7,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,5,4,4,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,0,0,35,3,3,0,0,0,0,0,0,4,0,9,0,5,0,0,0,0,0,0,3,0,0,0,13,19,24,5,0
"Zotu3009",5,4,0,4,0,0,0,0,0,10,4,0,4,0,0,3,0,0,6,15,0,0,0,7,6,0,0,0,3,3,0,0,0,0,4,0,3,0,11,8,0,4,0,4,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0
"Zotu3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,9,15,11,11,4,0,0,0,19,13,79,12,10,9,5,4,0,0,0,86,14,8,17,5,5,0,0,3,11,6,10,0,4,0,3,0,0,0,0,4,0,0,0,27,31,13,16,0
"Zotu3011",24,0,0,0,0,12,0,0,0,0,7,5,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,10,20,5,0,16,8,0
"Zotu3012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,10,14,0,5,0,0,0,0,13,5,0,9,5,8,0,0,0,0,0,19,4,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,9,23,27,5,0
"Zotu3013",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,60,22,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0
"Zotu3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,6,0,4,0,0,0,7,6,62,0,3,13,3,0,0,0,0,16,3,0,4,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,12,5,9,0
"Zotu3016",14,3,0,3,0,0,0,0,0,0,13,9,0,0,3,0,0,0,0,0,9,0,3,7,0,4,0,0,0,0,0,8,8,0,4,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3018",46,16,10,36,16,27,4,0,0,0,37,23,18,17,14,9,0,0,0,0,21,28,7,33,17,6,0,0,0,0,14,13,21,33,18,5,0,0,0,0,24,7,10,9,5,0,0,0,0,0,7,7,113,6,0,0,0,0,0,0,0,64,4,6,8,0,0,0,0,0,11,12,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
"Zotu302",0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,127,112,143,92,122,24,4,0,3,140,168,1018,103,63,69,12,0,0,0,17,620,134,84,106,45,17,5,0,0,50,43,81,32,36,5,6,3,0,0,0,33,0,0,0,246,259,279,230,0
"Zotu3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,59,24,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,8,37,6,0
"Zotu3023",0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,4,0,8,5,0,0,0,0,0,0,0,8,66,3,3,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,3,19,0,0
"Zotu3024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,6,0,0,0,0,0,0,0,0,6,47,8,0,0,0,3,0,0,0,34,0,0,3,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,33,9,0
