OTU	assignmentQual	taxID	superkingdom	phylum	class	order	family	genus	species
OTU_310	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_311	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_312	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_313	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_314	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_315	Low	908857	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula sp. BOLD:AAO6950
OTU_316	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_318	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_319	Low	1841648	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis
OTU_320	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_321	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_322	High	35128	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana
OTU_323	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_324	High-MH	None	Eukaryota	Cnidaria	Anthozoa	Alcyonacea	NA	NA	NA
OTU_325	Low	44440	Eukaryota		Raphidophyceae	Chattonellales	Chattonellaceae	Chattonella	Chattonella subsalsa
OTU_326	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_327	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_328	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_329	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_330	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_331	Low	1082663	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. MBTD-CMFRI-S062
OTU_332	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_333	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_334	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_335	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_336	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_337	Low	1535393	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae		Chordariaceae sp. 7 AP-2014
OTU_338	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_340	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_341	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_342	Low	1644130	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
OTU_343	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_344	High-MH	None	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA
OTU_345	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_346	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_347	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_348	High	1806591	Eukaryota	Mollusca	Gastropoda	Trochida	Phasianellidae	Tricolia	Tricolia pullus
OTU_350	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_351	Low	558755	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Cryptosulidae	Cryptosula	Cryptosula pallasiana
OTU_352	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_353	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_354	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_355	High-MH	None	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	NA	NA
OTU_356	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_357	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_358	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_359	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_360	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_361	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_362	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_363	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_364	Low	83372	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira nordenskioeldii
OTU_365	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_366	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_367	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_368	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_369	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_370	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_371	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_372	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_373	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_374	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_375	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_376	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_377	High	2876	Eukaryota		Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Dictyota dichotoma
OTU_378	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_380	Low	69788	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sclerotiorum
OTU_381	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_382	Low	33653	Eukaryota			Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis
OTU_383	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_384	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_385	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_386	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_387	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_388	High	136192	Eukaryota	Arthropoda	Pycnogonida	Pantopoda	Ammotheidae	Achelia	Achelia hispida
OTU_390	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_391	Low	2301597	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera abyssalis
OTU_392	Low	408199	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Mychodeaceae	Mychodea	Mychodea acanthymenia
OTU_393	Low	216823	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema menzelii
OTU_394	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_395	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_396	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_397	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_398	Low	1336804	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. Hel1_33_78
OTU_399	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_400	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_401	Low	314522	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Gonothyraea	Gonothyraea loveni
OTU_402	Low	2058137	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. ALD11
OTU_403	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_404	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_405	Low	1899534	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Zancleidae	Zanclea	Zanclea implexa
OTU_406	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_407	Low-MH-S	443219;457354	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	NA
OTU_408	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_409	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_410	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_411	Low	1644130	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
OTU_412	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_413	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_414	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_415	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_416	Low	1977865	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS40
OTU_417	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_418	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_419	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_420	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_421	Low	216823	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema menzelii
OTU_423	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_424	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_425	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_426	High	166042	Eukaryota	Nemertea	Palaeonemertea		Cephalothricidae	Cephalothrix	Cephalothrix rufifrons
OTU_427	Low	373514	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema cf. pseudocostatum
OTU_428	Low	223364	Eukaryota	Chordata	Ascidiacea	Enterogona	Perophoridae	Perophora	Perophora sagamiensis
OTU_429	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_430	Low	90013	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae	Punctaria	Punctaria latifolia
OTU_431	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_432	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_433	Low	38833	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla
OTU_434	Low	2858	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia alba
OTU_435	Low	1344366	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Hyaloperonospora	Hyaloperonospora malyi
OTU_436	Low	744985	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae		alpha proteobacterium HIMB59
OTU_437	High	1806591	Eukaryota	Mollusca	Gastropoda	Trochida	Phasianellidae	Tricolia	Tricolia pullus
OTU_438	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_439	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_440	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_441	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_442	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_443	Low	754397	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-10
OTU_444	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_445	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_446	Low	180228	Eukaryota				Paramoebidae	Paramoeba	Paramoeba pemaquidensis
OTU_447	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_448	Low	180228	Eukaryota				Paramoebidae	Paramoeba	Paramoeba pemaquidensis
OTU_449	High	2506492	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica
OTU_450	High	1167875	Eukaryota					Squamamoeba	Squamamoeba japonica
OTU_452	Low	1522444	Eukaryota	Chlorophyta					Chlorophyta sp. MBTD-CMFRI-S083
OTU_453	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_454	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_455	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_456	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_457	Low	1388755	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
OTU_458	Low	180228	Eukaryota				Paramoebidae	Paramoeba	Paramoeba pemaquidensis
OTU_459	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_460	Low	996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
OTU_461	Low	1312072	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-12
OTU_462	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_463	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_464	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_465	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_466	Low	1388755	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
OTU_467	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_468	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_469	High	193294	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Watersiporidae	Watersipora	Watersipora subtorquata
OTU_470	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_471	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_472	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_473	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_474	High-MH	None	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Discosomidae	NA	NA
OTU_475	Low	180228	Eukaryota				Paramoebidae	Paramoeba	Paramoeba pemaquidensis
OTU_476	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_477	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_478	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_479	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_480	Low	87157	Eukaryota		Phaeophyceae	Fucales	Hormosiraceae	Hormosira	Hormosira banksii
OTU_481	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_482	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_483	Low	1955561	Eukaryota		Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.
OTU_484	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_486	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_487	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_488	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_489	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_490	Low	173546	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	Polysiphonia virgata
OTU_491	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_492	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_493	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_494	High	201961	Eukaryota	Chordata	Ascidiacea	Enterogona	Ascidiidae	Ascidiella	Ascidiella aspersa
OTU_495	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_496	High	201961	Eukaryota	Chordata	Ascidiacea	Enterogona	Ascidiidae	Ascidiella	Ascidiella aspersa
OTU_497	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_498	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_499	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_500	Low	2055974	Eukaryota	Mollusca	Gastropoda	Trochida	Trochidae		aff. Isanda sp. JAM-2017
OTU_501	Low	35122	Eukaryota		Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis pyrifera
OTU_502	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_503	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_504	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_505	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_506	Low	1705422	Eukaryota	Gastrotricha		Macrodasyida	Macrodasyidae	Urodasys	Urodasys sp. 114a
OTU_507	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_508	Low	37099	Eukaryota		Haptophyceae	Isochrysidales	Isochrysidaceae	Isochrysis	Isochrysis galbana
OTU_509	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_510	Low	1202772	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Achlya	Achlya hypogyna
OTU_511	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_512	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_513	High	7609	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Marthasterias	Marthasterias glacialis
OTU_514	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_515	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_516	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_517	Low	1955568	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Spumella	Spumella sp.
OTU_518	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_519	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_520	Low	314522	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Gonothyraea	Gonothyraea loveni
OTU_521	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_522	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_523	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_524	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_525	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_526	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_527	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_528	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_529	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_530	Low	1551907	Eukaryota	Arthropoda	Insecta	Coleoptera	Carabidae	Lecanomerus	Lecanomerus sp. NLGa NLG-2014
OTU_531	Low	180228	Eukaryota				Paramoebidae	Paramoeba	Paramoeba pemaquidensis
OTU_532	Low	265564	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira punctigera
OTU_533	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_534	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_535	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_536	High	74381	Eukaryota		Phaeophyceae	Laminariales	Alariaceae	Undaria	Undaria pinnatifida
OTU_537	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_538	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_539	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_540	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_541	Low	2201168	Eukaryota				Vannellidae	Clydonella	Clydonella sawyeri
OTU_542	Low	236787	Eukaryota		Dictyochophyceae	Florenciellales		Florenciella	Florenciella parvula
OTU_543	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_544	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_545	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_546	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_547	Low	1841648	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis
OTU_548	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_549	High-MH	None	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Osmundea	NA
OTU_550	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_551	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_552	High	265564	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira punctigera
OTU_553	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_554	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_555	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_556	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_557	Low	216823	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema menzelii
OTU_558	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_559	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_560	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_561	Low	98051	Eukaryota		Synurophyceae	Ochromonadales	Ochromonadaceae	Poterioochromonas	Poterioochromonas stipitata
OTU_562	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_563	Low	491212	Eukaryota	Annelida	Polychaeta	Sabellida	Serpulidae	Hydroides	Hydroides ezoensis
OTU_564	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_565	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_566	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_567	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_568	High-MH	None	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
OTU_569	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_570	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_571	Low	1644130	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
OTU_572	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_573	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_574	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_575	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_576	High	97259	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Electridae	Electra	Electra pilosa
OTU_578	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_579	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_580	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_581	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_582	Low	1644130	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
OTU_583	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_584	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_585	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_586	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_587	Low	216823	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema menzelii
OTU_588	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_589	Low	1705422	Eukaryota	Gastrotricha		Macrodasyida	Macrodasyidae	Urodasys	Urodasys sp. 114a
OTU_590	Low	1973054	Eukaryota				Vannellidae	Vannella	Vannella sp.
OTU_591	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_592	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_593	Low	267982	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema tropicum
OTU_594	High	544687	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia bifilosa
OTU_595	High	193177	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Callithamnion	Callithamnion corymbosum
OTU_596	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_597	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_598	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_599	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_600	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_601	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_602	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_603	Low	996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
OTU_604	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_605	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_606	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_608	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_609	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_610	High	229672	Eukaryota				Vexilliferidae	Pseudoparamoeba	Pseudoparamoeba pagei
OTU_611	High	112780	Eukaryota	Arthropoda	Branchiopoda	Anostraca	Artemiidae	Artemia	Artemia sinica
OTU_612	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_613	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_614	High	265543	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus
OTU_615	Low	1850252	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis
OTU_616	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_617	Low	87157	Eukaryota		Phaeophyceae	Fucales	Hormosiraceae	Hormosira	Hormosira banksii
OTU_618	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_619	None	None	NA	NA	NA	NA	NA	NA	NA
